task,sub,t1_ec,t1_fc
GAMBLING,116524,0.6789183057394108,0.4689903061894136
MOTOR_HF,116726,0.7633399583747397,0.6222472015450097
RELATIONAL,116726,0.7268844805280033,0.49096994356214724
LANGUAGE,116726,0.7502349389683686,0.6158183488646803
EMOTION,116726,0.7339348995931224,0.510854067837924
SOCIAL,116726,0.7872013575084843,0.6999154369714811
GAMBLING,116726,0.6921386383664897,0.5079271745448408
MOTOR_HF,117021,0.8253962837267733,0.7041359008493802
WM,117021,0.8097187482421765,0.62185776161101
RELATIONAL,117021,0.7412965706035662,0.4883040519003244
LANGUAGE,117021,0.8080379877374233,0.6896484353027206
EMOTION,117021,0.7545326533290831,0.5043346520915756
SOCIAL,117021,0.7540500253126582,0.6061131007068794
GAMBLING,117021,0.6633744585903661,0.39459509121932007
MOTOR_HF,117122,0.7873451709073181,0.6379432996456227
WM,117122,0.8387238670241688,0.7288828680179251
RELATIONAL,117122,0.7910481315508221,0.6778739242120262
LANGUAGE,117122,0.8492998706241913,0.7525121407008792
EMOTION,117122,0.7369842311514447,0.5543339020868879
SOCIAL,117122,0.8193058706616916,0.6679134869592934
GAMBLING,117122,0.723143832148951,0.5031153319708248
MOTOR_HF,117324,0.7955408471302945,0.5092961206007537
WM,117324,0.7428200176251101,0.6199413121332007
RELATIONAL,117324,0.7510290064312902,0.5456250351564697
LANGUAGE,117324,0.8098526240789004,0.7366780417377609
EMOTION,117324,0.7497808111300694,0.6677104231901448
SOCIAL,117324,0.7644415277595484,0.5873622335139594
GAMBLING,117324,0.7284049275307969,0.43375208595053716
MOTOR_HF,117930,0.786034162713517,0.62854367839799
WM,117930,0.7698091238070237,0.5372712954455965
RELATIONAL,117930,0.7292951830948943,0.5194080588003674
LANGUAGE,117930,0.8391080569253557,0.7093358708491927
EMOTION,117930,0.7761425383908649,0.6008975681098007
SOCIAL,117930,0.770669004181276,0.6184474902968142
GAMBLING,117930,0.7001565634785217,0.49926293289333057
MOTOR_HF,118023,0.7813955712223202,0.5386486790542441
WM,118023,0.7595719348245925,0.5745800911255695
RELATIONAL,118023,0.8197176232351452,0.6738298989368683
LANGUAGE,118023,0.8209247557797236,0.7638512740704628
EMOTION,118023,0.7177610485065531,0.5612663829148932
SOCIAL,118023,0.8080769879811748,0.6235289595559972
GAMBLING,118023,0.7501828136425851,0.6177687360546003
MOTOR_HF,118124,0.6672377327358295,0.41287683048019047
WM,118124,0.7594133088331801,0.5015206345039657
RELATIONAL,118124,0.7320732004575029,0.44949468434177714
LANGUAGE,118124,0.8312249451559071,0.667311983199895
EMOTION,118124,0.7158670991693697,0.536776479852999
SOCIAL,118124,0.7751602197513734,0.6138190238688991
GAMBLING,118124,0.6706817542609641,0.3579974874842967
MOTOR_HF,118225,0.7854669716685728,0.597511109444434
WM,118225,0.8335375846099038,0.6435672097950612
RELATIONAL,118225,0.7616066975418595,0.5320666379164869
LANGUAGE,118225,0.8572795454971592,0.7864826655166595
EMOTION,118225,0.8068582303639397,0.7518189488684304
SOCIAL,118225,0.7824011400071249,0.5413428833930212
GAMBLING,118225,0.7288294301839385,0.4679419871374196
MOTOR_HF,118528,0.7371257945362157,0.5188999306245664
WM,118528,0.7709316933230832,0.5151022818892618
RELATIONAL,118528,0.7626441415258846,0.5889074306714416
LANGUAGE,118528,0.8567717923237019,0.7706564416027599
EMOTION,118528,0.7842298389364932,0.5515463221645135
SOCIAL,118528,0.7436240226501415,0.47150113438208985
GAMBLING,118528,0.6620195751223446,0.42331933324583276
MOTOR_HF,118730,0.7710014437590234,0.5921105131907074
WM,118730,0.7979011118819492,0.5931535822098887
RELATIONAL,118730,0.7762211013818837,0.5351547822173888
LANGUAGE,118730,0.8359156619728872,0.6862595391221196
EMOTION,118730,0.7144512778204863,0.46727204545028406
SOCIAL,118730,0.7934989593684959,0.5496019350120938
GAMBLING,118730,0.6685406783792399,0.4994414340089625
MOTOR_HF,118831,0.7840905255657846,0.5645917161982262
WM,118831,0.7895672472952956,0.6915688223051393
RELATIONAL,118831,0.7707215045094032,0.5371587947424671
LANGUAGE,118831,0.838280614253839,0.7186001162507265
EMOTION,118831,0.7363193519959499,0.5757626610166313
SOCIAL,118831,0.7776691729323306,0.5706888793054956
GAMBLING,118831,0.7583079894249338,0.6267594172463578
MOTOR_HF,118932,0.7620201376258601,0.5287594922468265
WM,118932,0.8052730954568464,0.6493011831323945
RELATIONAL,118932,0.7847882174263588,0.6819635122719515
LANGUAGE,118932,0.8335289595559972,0.7643299645622784
EMOTION,118932,0.8162250389064931,0.6032625203907525
SOCIAL,118932,0.775090844317777,0.5657069731685822
GAMBLING,118932,0.7671979824873906,0.6593881836761478
MOTOR_HF,119126,0.7212961956012224,0.563714023212645
WM,119126,0.8222397014981342,0.6168136050850318
RELATIONAL,119126,0.7323653272832954,0.540285001781261
LANGUAGE,119126,0.8649024056400352,0.7691929949562185
EMOTION,119126,0.8558839742748391,0.7316689479309245
SOCIAL,119126,0.7916207601297507,0.5569174807342545
GAMBLING,119126,0.8048274051712823,0.6353104081900512
MOTOR_HF,119732,0.821271257945362,0.7140519003243769
WM,119732,0.7927088294301838,0.6232199576247351
RELATIONAL,119732,0.798600866255414,0.6410678191738698
LANGUAGE,119732,0.8568293551834698,0.8048326552040949
EMOTION,119732,0.7880299251870323,0.5887908049425308
SOCIAL,119732,0.7808908180676128,0.5799084994281215
GAMBLING,119732,0.7495228095175595,0.4544816530103313
MOTOR_HF,119833,0.8177437983987399,0.6175510471940451
WM,119833,0.7829075806723792,0.5256773479834248
RELATIONAL,119833,0.701182007387546,0.5867747923424521
LANGUAGE,119833,0.8198608741304632,0.7477567359795998
EMOTION,119833,0.8108023175144843,0.6401798136238351
SOCIAL,119833,0.835220032625204,0.7401057506609416
GAMBLING,119833,0.6483646147788424,0.4343472146700917
MOTOR_HF,120111,0.7444214651341571,0.5211711323195769
WM,120111,0.7933470834192714,0.6326867042919018
RELATIONAL,120111,0.7720898880618003,0.6842549640935255
LANGUAGE,120111,0.8493812461327883,0.7437592109950687
EMOTION,120111,0.7995496221851386,0.6447516546978418
SOCIAL,120111,0.7518607616297602,0.5228033300208126
GAMBLING,120111,0.7069684810530066,0.4153479084244276
MOTOR_HF,120212,0.7259756623478896,0.47838017737610855
WM,120212,0.792426452665329,0.6714377589859937
RELATIONAL,120212,0.819094744342152,0.7224373277332983
LANGUAGE,120212,0.8140558378489864,0.7313539459621622
EMOTION,120212,0.7657999737498358,0.6189783061144132
SOCIAL,120212,0.7953075956724729,0.5765096656854105
GAMBLING,120212,0.6975240470252938,0.4647400296251851
MOTOR_HF,120414,0.737099919374496,0.5542270264189151
WM,120414,0.8344951530947068,0.6340775879849249
RELATIONAL,120414,0.7620733879586747,0.6942487765548534
LANGUAGE,120414,0.7874295464346652,0.6697134982093638
EMOTION,120414,0.6910831942699642,0.541942137138357
SOCIAL,120414,0.7106594416215101,0.5264224776404852
GAMBLING,120414,0.6236723979524871,0.39944537153357207
MOTOR_HF,120515,0.7140640879005493,0.4956032850205314
WM,120515,0.7425848911555697,0.5241044006525041
RELATIONAL,120515,0.7518727617047606,0.5820062625391408
LANGUAGE,120515,0.7978388614928842,0.7041734010837567
EMOTION,120515,0.7861942887143044,0.6529737685860536
SOCIAL,120515,0.795227720173251,0.6121470759192245
GAMBLING,120515,0.6858564116025725,0.46017868861680383
MOTOR_HF,120717,0.7295012468827929,0.5367151669697935
WM,120717,0.8064727279545496,0.5976442352764705
RELATIONAL,120717,0.7926282039262745,0.6297493109331933
LANGUAGE,120717,0.8285406783792397,0.7433116456977855
EMOTION,120717,0.8052950330939569,0.6647269045431533
SOCIAL,120717,0.7762192263701647,0.5153623460146625
GAMBLING,120717,0.7040404627528921,0.43821123882024254
MOTOR_HF,121416,0.7623868899180619,0.5732403952524703
WM,121416,0.7615862599141244,0.6134207713798211
RELATIONAL,121416,0.7746220913880711,0.6390452440327752
LANGUAGE,121416,0.8265122907018168,0.7681068006675041
EMOTION,121416,0.7576963606022538,0.5734387714923217
SOCIAL,121416,0.825985974912343,0.7255616597603733
GAMBLING,121416,0.7146423415146345,0.5177666735417096
MOTOR_HF,121618,0.6715427596422477,0.4750165938537116
WM,121618,0.7469439183994899,0.5561532259576621
RELATIONAL,121618,0.663220145125907,0.40750510940693374
LANGUAGE,121618,0.8194140588378676,0.7498104363152268
EMOTION,121618,0.7414137588359927,0.5832456452852829
SOCIAL,121618,0.7521101381883636,0.5702760017250107
GAMBLING,121618,0.6778876117975737,0.4469172932330826
MOTOR_HF,121921,0.7611979449871561,0.5689254307839424
WM,121921,0.8026853917836985,0.6428890180563629
RELATIONAL,121921,0.8179174244839029,0.5949052181576134
LANGUAGE,121921,0.7766564791029944,0.6923713273207956
EMOTION,121921,0.7958654116588229,0.6860397877486734
SOCIAL,121921,0.7613608835055219,0.5044480903005644
GAMBLING,121921,0.7242322764517277,0.5995477471734199
MOTOR_HF,122620,0.77844805280033,0.5848860930380814
WM,122620,0.7815320720754505,0.6446410290064312
RELATIONAL,122620,0.822050512815705,0.6901316258226613
LANGUAGE,122620,0.8277226107663173,0.708059175369846
EMOTION,122620,0.7721281383008644,0.5573138582116137
SOCIAL,122620,0.7986550540940881,0.5622548890930568
GAMBLING,122620,0.7057992237451484,0.5227887049294058
MOTOR_HF,122822,0.7690347439671497,0.6386698666866667
WM,122822,0.7118343239645248,0.4598946243414021
RELATIONAL,122822,0.7385509909436933,0.4904629403933774
LANGUAGE,122822,0.852719704498153,0.8025344533403332
EMOTION,122822,0.7713003206270038,0.5998271239195244
SOCIAL,122822,0.8224587028668928,0.6325031406446289
GAMBLING,122822,0.7029282058012861,0.45873642960268496
MOTOR_HF,123117,0.7408983181144881,0.5443537772111076
WM,123117,0.7468092925580785,0.5612028200176251
RELATIONAL,123117,0.7657253482834268,0.6031460821630135
LANGUAGE,123117,0.8190317439483995,0.6968589803686273
EMOTION,123117,0.8247599047494046,0.6533763336020849
SOCIAL,123117,0.7911836948980931,0.6610331314570715
GAMBLING,123117,0.7251000318751992,0.5743907149419684
MOTOR_HF,123420,0.7696021225132657,0.5492134325839536
WM,123420,0.7884026775167343,0.6946687791798698
RELATIONAL,123420,0.6671835448971556,0.4336275851724073
LANGUAGE,123420,0.814131400821255,0.708911555697223
EMOTION,123420,0.7317251982824893,0.6183687398046237
SOCIAL,123420,0.7525228282676766,0.6300714379464871
GAMBLING,123420,0.7504344402152513,0.5612684454277839
MOTOR_HF,123521,0.7450814692591828,0.6095938724617027
WM,123521,0.7458832242701515,0.5158937243357771
RELATIONAL,123521,0.7848722179513622,0.6546680291751823
LANGUAGE,123521,0.8189198057487858,0.6829520184501152
EMOTION,123521,0.8188566178538615,0.6370271689198057
SOCIAL,123521,0.8269157932237077,0.7091997449984062
GAMBLING,123521,0.8002784392402451,0.6259117244482778
