sub_id,roi,time,global_baseline_energy,global_evoked_energy,global_effect_size
id_100206,100,289,271.6739324177705,287.88187631324814,0.000310355145946
id_100206,100,290,310.12262490802016,327.5250578359879,0.0003137937382212
id_100206,100,291,351.53824182853066,361.9099961412316,0.0003067399467125
id_100206,100,292,385.62453019500634,379.92789024339663,0.000310765336028
id_100206,100,293,400.8062555962813,373.33327344967415,0.0003139978938061
id_100206,100,294,389.2896250934928,338.9256867264583,0.0003153802119665
id_100206,100,295,350.22602839429936,283.75150755984293,0.0003223078268975
id_100206,100,296,290.61816663578634,218.35956815127173,0.0003188240822322
id_100206,100,297,223.9114384514345,157.514546811691,0.0003158319618251
id_100206,100,298,165.82327805180824,116.47018046817618,0.0003019549417729
id_100206,100,299,128.95949279238005,104.5909984314522,0.0002890094731499
id_100206,100,300,119.50722620382166,121.2104718855538,0.0003099520162427
id_100206,100,301,137.45251251477634,159.63454601899252,0.0002981664677454
id_100206,100,302,178.5102181778179,212.99467839128656,0.0003144246347192
id_100206,100,303,235.49603175627436,274.3894673884785,0.0003120739244156
id_100206,100,304,299.1123187485029,333.17679891820336,0.0003281198903085
id_100206,100,305,359.3072797839807,382.96608614707753,0.0002939520006819
id_100206,100,306,407.1745318202302,417.5255625382564,0.0003046756244227
id_100206,100,307,436.5931405187566,431.5903527379491,0.0002799421075311
id_100206,100,308,445.22505155231056,428.0453626185744,0.0002732666149357
id_100206,100,309,434.547021721544,407.107525709128,0.0002581814888815
id_100206,100,310,408.9312304168144,375.492215782484,0.0002762154498444
id_100206,100,311,374.3976464084744,340.5677496949015,0.0002781990887304
id_100206,100,312,337.35490169409894,307.2124900572094,0.0002801494936912
id_100206,100,313,303.3288983910986,279.0040604189892,0.0003048118946358
id_100206,100,314,275.94662323289305,254.2374936147803,0.0003089692107262
id_100206,100,315,256.5487162707638,237.5208835525891,0.0003171923660379
id_100206,100,316,244.3151247752979,226.14816879417253,0.0003289491860362
id_100206,100,317,236.56167333461372,216.78262078393905,0.0003585218960268
id_100206,100,318,229.66648788294896,207.94022644441503,0.0003290116360937
id_100206,100,319,221.60874447808965,203.15294587206756,0.0003252780510728
id_100206,100,320,215.92603538034703,213.0888362496757,0.0003229111294873
id_100206,100,321,224.17842934308123,255.97827972964427,0.0002765041679118
id_100206,100,322,262.73892517151984,341.6433351680114,0.0002524842790823
id_100206,100,323,343.23570944415144,460.4692198541599,0.000230345018302
id_100206,100,324,462.27129108501936,596.0733793559647,0.0002348408781678
id_100206,100,325,598.2371355286786,720.3047049369543,0.0002358989746904
id_100206,100,326,718.0192017147449,795.1820495978799,0.0002306299371691
id_100206,100,327,789.555034350871,800.9297969961823,0.0002344144271042
id_100206,100,328,794.0245485941109,741.0077020321157,0.0002284497082404
id_100206,100,329,733.4222907459086,637.3987597341985,0.0002376582333049
id_100206,100,330,630.2191448725653,524.9700783322594,0.0002344092141342
id_100206,100,331,517.5299899537581,424.5291879015482,0.0002411599788532
id_100206,100,332,424.3932611855565,354.24757068385907,0.0002591894545843
id_100206,100,333,364.28202899751454,316.2650270229169,0.0002583847755142
id_100206,100,334,332.41673344534473,295.69724192784224,0.0002673622221711
id_100206,100,335,313.0028977290387,276.0327439597962,0.0002634521703949
id_100206,100,336,291.1776477725881,252.1146024584732,0.0002669606940663
id_100206,100,337,262.2802644224697,228.29078635987503,0.0003016192112476
id_100206,100,338,234.2086480974968,216.77941215917204,0.0002858011203777
id_100206,100,339,221.3455057735506,225.8441181621002,0.0002778774625737
id_100206,100,340,233.71323718112805,255.45408613826527,0.0002604768668136
id_100206,100,341,269.91889236293235,302.0824743416206,0.0002446561059973
id_100206,100,342,318.93380493932284,349.6064490676315,0.0002627391743898
id_100206,100,343,367.3102771818302,388.6962103114846,0.0002565048317643
id_100206,100,344,404.99470135037626,412.6590094749813,0.0002533435137962
id_100206,100,345,426.88431513029417,415.6806534287717,0.0002513974835391
id_100206,100,346,432.0983545812745,403.91974345348535,0.0002554403103758
id_100206,100,347,422.9044500112136,383.3919513782201,0.0002541399090825
id_100206,100,348,403.2018429355222,354.67005093821143,0.0002806296502302
id_100206,100,349,376.408151818248,320.24349425335845,0.0003065067564034
id_100206,100,350,344.0119202495856,284.57405560270087,0.0003009432031125
id_100206,100,351,307.1316009532884,249.79657365125345,0.0003209082842537
id_100206,100,352,270.9200195602615,225.91884144626263,0.0002832790483957
id_100206,100,353,246.52508543677757,226.01420172763775,0.0002550929187986
id_100206,100,354,245.5889550907732,252.38180923153203,0.0002681136938453
id_100206,100,355,269.9128419345521,292.7175541116925,0.000241819372899
id_100206,100,356,306.11060029448083,322.60946057582385,0.000273826067772
id_100206,100,357,331.99043030180445,323.829702399354,0.0002618252576881
id_100206,100,358,330.63098931155344,295.41746801765646,0.0002566750868755
id_100206,100,359,302.1210451589172,255.4057107860735,0.0002290799310596
id_100206,100,360,264.5278423335107,227.54593642491207,0.0002329388788476
id_100206,100,361,242.596371758665,228.7441056457924,0.0002347138573755
id_100206,100,362,250.47811866318895,253.4974235162165,0.0002568827285612
id_100206,100,363,279.96609570821795,280.3124316280266,0.0002638474216367
id_100206,100,364,305.0711880608096,284.7845010717553,0.0002654434852319
id_100206,100,365,301.90368550882573,256.42168629477015,0.0002534541779107
id_100206,100,366,268.2277174782222,219.52929232446957,0.0002470723546402
id_100206,100,367,227.55268192449057,210.54399332584097,0.00027603911725
id_100206,100,368,217.0395291078181,264.77505770780573,0.000305932263318
id_100206,100,369,269.0590786550239,397.9628058903976,0.0002748145118049
id_100206,100,370,395.43050480143177,595.2103648551997,0.0002821239713331
id_100206,100,371,579.4918551755338,812.7307206789826,0.0002928231426687
id_100206,100,372,778.8890277024457,985.3497492505398,0.0003014562324983
id_100206,100,373,939.7541083670246,1077.4673774587563,0.0002971743359387
id_100206,100,374,1018.6895154437366,1065.0905496345008,0.0003113257699662
id_100206,100,375,1001.0326557932854,961.495726419652,0.0003196029339483
