task,sub,t1_ec,t1_fc,p_spin,best_seed_net
RELATIONAL,111413,0.775090656816605,0.6169842311514446,0.000999000999000999,Cont
SOCIAL,111413,0.786551853449084,0.5094423715148219,0.000999000999000999,SomMot
EMOTION,111413,0.7614889468059174,0.4676626103913149,0.000999000999000999,SomMot
LANGUAGE,111413,0.8432244576528601,0.7305780661129132,0.000999000999000999,Default
MOTOR,111514,0.7395033093956837,0.5789430558940993,0.002997002997002997,SalVentAttn
WM,111514,0.8196293101831886,0.7450400315001967,0.000999000999000999,DorsAttn
GAMBLING,111514,0.7117572609828811,0.5414791967449796,0.004995004995004995,SomMot
RELATIONAL,111514,0.7365212907580672,0.6060561003506272,0.000999000999000999,Vis
SOCIAL,111514,0.7884579903624397,0.6421335758348489,0.000999000999000999,DorsAttn
EMOTION,111514,0.7434978343614647,0.5476817355108469,0.000999000999000999,Cont
LANGUAGE,111514,0.8235220220126376,0.7446504040650255,0.000999000999000999,Default
MOTOR,111716,0.7793148707179418,0.6774366714791966,0.004995004995004995,Vis
WM,111716,0.7654463465396657,0.6043438396489978,0.000999000999000999,Cont
GAMBLING,111716,0.6441852136575853,0.3909360058500365,0.26373626373626374,Cont
RELATIONAL,111716,0.7682937393358708,0.5373747960924755,0.000999000999000999,Cont
SOCIAL,111716,0.7891406821292632,0.5912836330227063,0.000999000999000999,DorsAttn
EMOTION,111716,0.7836495228095175,0.5881979262370389,0.000999000999000999,SomMot
LANGUAGE,111716,0.8572900455627848,0.7134608966306039,0.000999000999000999,Default
MOTOR,112112,0.6878945493409334,0.48190276189226183,0.000999000999000999,Default
WM,112112,0.7985239907749424,0.5956595353720959,0.000999000999000999,Cont
GAMBLING,112112,0.7587786173663584,0.5735803348770929,0.000999000999000999,Cont
RELATIONAL,112112,0.7726471415446345,0.5500339377121106,0.000999000999000999,Cont
SOCIAL,112112,0.7556415352595953,0.5976800480002998,0.000999000999000999,Default
EMOTION,112112,0.7468726679541746,0.5332621453884087,0.000999000999000999,Vis
LANGUAGE,112112,0.8213801961262257,0.7721498884368027,0.000999000999000999,Default
MOTOR,112314,0.7849084056775354,0.6499478746742167,0.000999000999000999,SomMot
WM,112314,0.8649003431271445,0.7214520090750566,0.000999000999000999,Cont
GAMBLING,112314,0.6540783379896123,0.4338711491946824,0.00999000999000999,Default
RELATIONAL,112314,0.7997118106988169,0.6688712429452683,0.000999000999000999,Cont
SOCIAL,112314,0.8029148932180826,0.6139542122138264,0.000999000999000999,Cont
EMOTION,112314,0.6467884799279996,0.47564753529709564,0.001998001998001998,Cont
LANGUAGE,112314,0.8600405002531265,0.7603532522078262,0.000999000999000999,Default
MOTOR,112516,0.7775821723885774,0.5666154163463522,0.000999000999000999,SomMot
WM,112516,0.7781418633866461,0.6159104119400746,0.000999000999000999,DorsAttn
GAMBLING,112516,0.7157212232576453,0.47806948793429954,0.000999000999000999,Default
RELATIONAL,112516,0.8000067500421877,0.6507027543922149,0.000999000999000999,Vis
SOCIAL,112516,0.7930167063544148,0.6560606003787522,0.000999000999000999,Default
EMOTION,112516,0.775208595053719,0.5487257420358876,0.000999000999000999,Cont
LANGUAGE,112516,0.8254017212607578,0.7485581159882249,0.000999000999000999,Default
MOTOR,112920,0.773216770104813,0.62838730242064,0.000999000999000999,SomMot
WM,112920,0.8201516884480526,0.6312052575328595,0.000999000999000999,DorsAttn
GAMBLING,112920,0.6596351227195171,0.4157375358595991,0.000999000999000999,Limbic
RELATIONAL,112920,0.7337884611778822,0.5488543678397989,0.000999000999000999,Vis
SOCIAL,112920,0.7920591378696116,0.6523403896274352,0.000999000999000999,Default
EMOTION,112920,0.7975765473534209,0.5802932518328239,0.000999000999000999,SalVentAttn
LANGUAGE,112920,0.852611328820805,0.7679530497065605,0.000999000999000999,Default
MOTOR,113215,0.77561809761311,0.6264682279264245,0.000999000999000999,SomMot
WM,113215,0.7801475634222713,0.5565368533553333,0.000999000999000999,Cont
GAMBLING,113215,0.6378542365889787,0.3905593159957249,0.025974025974025976,Default
RELATIONAL,113215,0.7596388727429545,0.6095066844167776,0.000999000999000999,Vis
SOCIAL,113215,0.7609868186676166,0.5487870549190932,0.000999000999000999,Default
EMOTION,113215,0.8289702435640222,0.6416811355070969,0.000999000999000999,Cont
LANGUAGE,113215,0.8129216432602703,0.6911493821836386,0.000999000999000999,Default
MOTOR,113316,0.7388914930718317,0.4801293758085987,0.004995004995004995,SomMot
WM,113316,0.7710216938855868,0.5819449496559352,0.000999000999000999,DorsAttn
GAMBLING,113316,0.6931258320364502,0.4395756848480303,0.01898101898101898,SomMot
RELATIONAL,113316,0.8291785573659834,0.6987881799261244,0.000999000999000999,Cont
SOCIAL,113316,0.7472891080569254,0.606661729135807,0.000999000999000999,Cont
EMOTION,113316,0.7821932012075075,0.6809581309883186,0.000999000999000999,Cont
LANGUAGE,113316,0.8276489228057675,0.7031908949430933,0.000999000999000999,Default
MOTOR,113619,0.7412412577578609,0.5430176438602741,0.000999000999000999,SomMot
WM,113619,0.7281876136725853,0.4569973562334764,0.000999000999000999,Cont
GAMBLING,113619,0.7012703204395027,0.4158547240920255,0.002997002997002997,Default
RELATIONAL,113619,0.6603631897699361,0.4729398308739429,0.022977022977022976,Default
SOCIAL,113619,0.7879909249432808,0.7301893761836011,0.000999000999000999,SalVentAttn
EMOTION,113619,0.7278613616335101,0.600063562897268,0.000999000999000999,SalVentAttn
LANGUAGE,113619,0.7757832861455384,0.7280779254870343,0.000999000999000999,Default
MOTOR,113922,0.8193827461421633,0.7573781711135695,0.000999000999000999,DorsAttn
WM,113922,0.7638100238126487,0.5640573378583617,0.000999000999000999,Cont
GAMBLING,113922,0.6928558303489396,0.4223925149532184,0.000999000999000999,Default
RELATIONAL,113922,0.7430433315208219,0.5818200738754616,0.000999000999000999,Vis
SOCIAL,113922,0.8060844130275814,0.6223561397258732,0.000999000999000999,Default
EMOTION,113922,0.7563772898580616,0.5538351489696809,0.000999000999000999,Vis
LANGUAGE,113922,0.8362351639697748,0.7539782123638272,0.000999000999000999,SomMot
MOTOR,114217,0.731948512178201,0.40738023362646014,0.000999000999000999,Default
WM,114217,0.8005086906793167,0.6232822080138,0.000999000999000999,DorsAttn
GAMBLING,114217,0.6996823730148313,0.4314167588547428,0.000999000999000999,Default
RELATIONAL,114217,0.7274674216713855,0.5710335064594154,0.000999000999000999,Vis
SOCIAL,114217,0.7747580297376858,0.552375639847749,0.000999000999000999,Default
EMOTION,114217,0.754125025781411,0.49652354077212973,0.000999000999000999,Default
LANGUAGE,114217,0.8039041494009337,0.7808915680723004,0.000999000999000999,Default
MOTOR,114318,0.7537886486790542,0.4856666604166276,0.000999000999000999,SomMot
WM,114318,0.8296276226726418,0.7225974537340857,0.000999000999000999,DorsAttn
GAMBLING,114318,0.7665850411565072,0.6269701685635535,0.000999000999000999,Default
RELATIONAL,114318,0.8122155138469616,0.6809138807117543,0.000999000999000999,SalVentAttn
SOCIAL,114318,0.8246790917443233,0.7435338345864662,0.000999000999000999,Limbic
EMOTION,114318,0.8092792454952844,0.6272853580334876,0.000999000999000999,Cont
LANGUAGE,114318,0.8018225113906962,0.6460069750435938,0.000999000999000999,Default
MOTOR,114419,0.6753450959068494,0.5704548778429865,0.007992007992007992,Default
WM,114419,0.692493578084863,0.38693641835261466,0.000999000999000999,Vis
GAMBLING,114419,0.6664792904955655,0.48612903830648935,0.022977022977022976,Default
RELATIONAL,114419,0.7528717679485496,0.5595846849042806,0.000999000999000999,Default
SOCIAL,114419,0.7331588322427015,0.48105938162113504,0.000999000999000999,Default
EMOTION,114419,0.7960904130650815,0.6654214088838054,0.000999000999000999,Default
LANGUAGE,114419,0.8139819623872648,0.7708925055781598,0.000999000999000999,Default
MOTOR,114621,0.8204890030562689,0.7426683291770573,0.000999000999000999,SalVentAttn
WM,114621,0.840438377739861,0.7118277614235089,0.000999000999000999,Cont
GAMBLING,114621,0.7275384846155288,0.5321307633172707,0.000999000999000999,Default
RELATIONAL,114621,0.8052695329345807,0.7153113456959105,0.000999000999000999,Cont
SOCIAL,114621,0.7251377196107476,0.5413944462152888,0.000999000999000999,Default
EMOTION,114621,0.7402193763711024,0.5342090263064143,0.000999000999000999,Cont
LANGUAGE,114621,0.7814126338289614,0.6882266139163369,0.000999000999000999,Default
MOTOR,114823,0.7419586372414828,0.6557067856674105,0.000999000999000999,Default
WM,114823,0.7810025687660547,0.6943909024431402,0.000999000999000999,DorsAttn
GAMBLING,114823,0.6544034650216562,0.5184283651772823,0.001998001998001998,Vis
RELATIONAL,114823,0.827544672154201,0.7249839686498041,0.000999000999000999,Cont
SOCIAL,114823,0.7601948137175857,0.5095087469296683,0.000999000999000999,SalVentAttn
EMOTION,114823,0.7403251270320439,0.5132972081075506,0.000999000999000999,Cont
LANGUAGE,114823,0.7873076706729416,0.6193525584534902,0.000999000999000999,Default
MOTOR,114924,0.6955669097931861,0.45852924080775503,0.000999000999000999,DorsAttn
WM,114924,0.6626478915493221,0.43900924380777373,0.003996003996003996,SomMot
GAMBLING,114924,0.6554984718654491,0.471390883693023,0.014985014985014986,Default
RELATIONAL,114924,0.6611776948605929,0.3208218176363602,0.022977022977022976,Vis
SOCIAL,114924,0.7668542928393302,0.6106905668160426,0.000999000999000999,DorsAttn
EMOTION,114924,0.7173809836311477,0.43026850167813546,0.000999000999000999,Default
LANGUAGE,114924,0.7347949674685466,0.5301899386871167,0.000999000999000999,Default
MOTOR,115017,0.7290861192882454,0.5048830930193313,0.000999000999000999,SomMot
WM,115017,0.8536624603903775,0.6694969343558397,0.000999000999000999,Cont
GAMBLING,115017,0.700791817448859,0.4201642510265689,0.000999000999000999,SalVentAttn
RELATIONAL,115017,0.7570052312826955,0.48206588791179933,0.000999000999000999,Vis
SOCIAL,115017,0.778438490240564,0.555925787036169,0.000999000999000999,Default
EMOTION,115017,0.7773048581553634,0.6159344120900756,0.000999000999000999,Cont
LANGUAGE,115017,0.8462497890611816,0.7481990512440702,0.000999000999000999,Default
MOTOR,115219,0.747695798098738,0.5822700766879793,0.000999000999000999,Default
WM,115219,0.8104498153113456,0.7336228976431101,0.000999000999000999,Default
GAMBLING,115219,0.7139827123919524,0.5082873642960268,0.000999000999000999,SomMot
RELATIONAL,115219,0.7314971968574804,0.5570552940955881,0.000999000999000999,Cont
SOCIAL,115219,0.7028076425477658,0.6060630378939869,0.07492507492507493,Default
EMOTION,115219,0.7861007256295351,0.6939671497946862,0.000999000999000999,Default
LANGUAGE,115219,0.8098751242195262,0.7030545815911349,0.000999000999000999,Default
MOTOR,115320,0.8388146175913599,0.6892454952843454,0.000999000999000999,SalVentAttn
WM,115320,0.8096023100144375,0.6823750773442332,0.000999000999000999,Cont
GAMBLING,115320,0.7351954699716874,0.48816792604953774,0.000999000999000999,SomMot
RELATIONAL,115320,0.7737382108638179,0.5663576022350139,0.000999000999000999,Vis
SOCIAL,115320,0.7242952768454802,0.5133320833255207,0.002997002997002997,Default
EMOTION,115320,0.7683123019518872,0.6263664147900924,0.000999000999000999,Cont
LANGUAGE,115320,0.7780329252057825,0.5757883486771791,0.000999000999000999,Default
MOTOR,115724,0.7581178632366452,0.47059962874767963,0.000999000999000999,SalVentAttn
WM,115724,0.8685659910374439,0.8125847036543977,0.000999000999000999,DorsAttn
GAMBLING,115724,0.7166939793373708,0.4985358033487709,0.000999000999000999,SomMot
RELATIONAL,115724,0.768267864174151,0.4506558790992443,0.000999000999000999,Cont
SOCIAL,115724,0.7591082444265276,0.508964243526522,0.000999000999000999,Cont
EMOTION,115724,0.7588898055612847,0.6413265707910674,0.000999000999000999,Default
LANGUAGE,115724,0.8505461909136931,0.7751189694935593,0.000999000999000999,Default
MOTOR,115825,0.8494543715898224,0.7073078581741135,0.000999000999000999,SalVentAttn
WM,115825,0.8465694785592409,0.670068250426565,0.000999000999000999,Vis
GAMBLING,115825,0.7668850430315189,0.6584538653366582,0.000999000999000999,Cont
RELATIONAL,115825,0.6873845461534134,0.5078358614741342,0.000999000999000999,Default
SOCIAL,115825,0.8053668460427876,0.6083003018768868,0.000999000999000999,Default
EMOTION,115825,0.7983614272589202,0.565471471696698,0.000999000999000999,Vis
LANGUAGE,115825,0.8455584722404514,0.7528942680891755,0.000999000999000999,Default
MOTOR,116524,0.7423615772598579,0.633886149288433,0.000999000999000999,Default
WM,116524,0.6730168938555866,0.536937543359646,0.08691308691308691,Vis
GAMBLING,116524,0.6789183057394108,0.4689903061894136,0.005994005994005994,Default
RELATIONAL,116524,0.7163178519865748,0.6168203551272194,0.000999000999000999,SomMot
SOCIAL,116524,0.7372823580147375,0.5996857480359252,0.000999000999000999,Default
EMOTION,116524,0.758943430896443,0.6813792586203663,0.000999000999000999,Default
LANGUAGE,116524,0.8150649691560571,0.7547947799673747,0.000999000999000999,Default
MOTOR,116726,0.804344964656029,0.6426214538840866,0.000999000999000999,SalVentAttn
GAMBLING,116726,0.6921386383664897,0.5079271745448408,0.016983016983016984,Default
RELATIONAL,116726,0.7268844805280033,0.49096994356214724,0.000999000999000999,Vis
SOCIAL,116726,0.7872013575084843,0.6999154369714811,0.000999000999000999,Default
EMOTION,116726,0.7339348995931224,0.510854067837924,0.001998001998001998,SalVentAttn
LANGUAGE,116726,0.7502349389683686,0.6158183488646803,0.000999000999000999,Default
MOTOR,117021,0.7113486959293495,0.45264245401533754,0.03396603396603397,SalVentAttn
WM,117021,0.8097187482421765,0.62185776161101,0.000999000999000999,DorsAttn
GAMBLING,117021,0.6633744585903661,0.39459509121932007,0.004995004995004995,Vis
RELATIONAL,117021,0.7412965706035662,0.4883040519003244,0.000999000999000999,Vis
SOCIAL,117021,0.7540500253126582,0.6061131007068794,0.000999000999000999,SalVentAttn
EMOTION,117021,0.7545326533290831,0.5043346520915756,0.000999000999000999,Vis
LANGUAGE,117021,0.8080379877374233,0.6896484353027206,0.000999000999000999,Default
MOTOR,117122,0.8583436146475915,0.7090769317308233,0.000999000999000999,SalVentAttn
WM,117122,0.8387238670241688,0.7288828680179251,0.000999000999000999,Cont
GAMBLING,117122,0.723143832148951,0.5031153319708248,0.000999000999000999,Cont
RELATIONAL,117122,0.7910481315508221,0.6778739242120262,0.000999000999000999,Cont
SOCIAL,117122,0.8193058706616916,0.6679134869592934,0.000999000999000999,Default
EMOTION,117122,0.7369842311514447,0.5543339020868879,0.000999000999000999,Vis
LANGUAGE,117122,0.8492998706241913,0.7525121407008792,0.000999000999000999,Default
MOTOR,117324,0.7358069112931955,0.5260426002662516,0.12187812187812187,SomMot
WM,117324,0.7428200176251101,0.6199413121332007,0.002997002997002997,SomMot
GAMBLING,117324,0.7284049275307969,0.43375208595053716,0.000999000999000999,SomMot
RELATIONAL,117324,0.7510290064312902,0.5456250351564697,0.000999000999000999,Default
SOCIAL,117324,0.7644415277595484,0.5873622335139594,0.000999000999000999,SomMot
EMOTION,117324,0.7497808111300694,0.6677104231901448,0.000999000999000999,Default
LANGUAGE,117324,0.8098526240789004,0.7366780417377609,0.000999000999000999,Default
MOTOR,117930,0.7599283745523409,0.505785536159601,0.000999000999000999,DorsAttn
WM,117930,0.7698091238070237,0.5372712954455965,0.000999000999000999,Cont
GAMBLING,117930,0.7001565634785217,0.49926293289333057,0.007992007992007992,Default
RELATIONAL,117930,0.7292951830948943,0.5194080588003674,0.000999000999000999,Default
SOCIAL,117930,0.770669004181276,0.6184474902968142,0.000999000999000999,Cont
EMOTION,117930,0.7761425383908649,0.6008975681098007,0.000999000999000999,Cont
LANGUAGE,117930,0.8391080569253557,0.7093358708491927,0.000999000999000999,Default
MOTOR,118023,0.8380867380421126,0.6998539365871035,0.000999000999000999,SomMot
WM,118023,0.7595719348245925,0.5745800911255695,0.000999000999000999,DorsAttn
GAMBLING,118023,0.7501828136425851,0.6177687360546003,0.000999000999000999,Default
RELATIONAL,118023,0.8197176232351452,0.6738298989368683,0.000999000999000999,SalVentAttn
SOCIAL,118023,0.8080769879811748,0.6235289595559972,0.000999000999000999,Default
EMOTION,118023,0.7177610485065531,0.5612663829148932,0.000999000999000999,DorsAttn
LANGUAGE,118023,0.8209247557797236,0.7638512740704628,0.000999000999000999,Default
MOTOR,118124,0.7695771848574052,0.5266711041944012,0.005994005994005994,SomMot
WM,118124,0.7594133088331801,0.5015206345039657,0.000999000999000999,Cont
GAMBLING,118124,0.6706817542609641,0.3579974874842967,0.00999000999000999,SomMot
RELATIONAL,118124,0.7320732004575029,0.44949468434177714,0.000999000999000999,Cont
SOCIAL,118124,0.7751602197513734,0.6138190238688991,0.000999000999000999,Cont
EMOTION,118124,0.7158670991693697,0.536776479852999,0.003996003996003996,Cont
LANGUAGE,118124,0.8312249451559071,0.667311983199895,0.000999000999000999,Default
MOTOR,118225,0.7693930587066169,0.4942994018712617,0.000999000999000999,Default
WM,118225,0.8335375846099038,0.6435672097950612,0.000999000999000999,Cont
GAMBLING,118225,0.7288294301839385,0.4679419871374196,0.000999000999000999,SomMot
RELATIONAL,118225,0.7616066975418595,0.5320666379164869,0.000999000999000999,Vis
SOCIAL,118225,0.7824011400071249,0.5413428833930212,0.000999000999000999,Default
EMOTION,118225,0.8068582303639397,0.7518189488684304,0.000999000999000999,SalVentAttn
LANGUAGE,118225,0.8572795454971592,0.7864826655166595,0.000999000999000999,Default
MOTOR,118528,0.7376603603772524,0.5443044644029025,0.000999000999000999,SalVentAttn
WM,118528,0.7709316933230832,0.5151022818892618,0.000999000999000999,Cont
GAMBLING,118528,0.6620195751223446,0.42331933324583276,0.01098901098901099,Cont
RELATIONAL,118528,0.7626441415258846,0.5889074306714416,0.000999000999000999,Cont
SOCIAL,118528,0.7436240226501415,0.47150113438208985,0.000999000999000999,Default
EMOTION,118528,0.7842298389364932,0.5515463221645135,0.000999000999000999,Default
LANGUAGE,118528,0.8567717923237019,0.7706564416027599,0.000999000999000999,Default
MOTOR,118730,0.7935042094013087,0.5544544653404083,0.000999000999000999,SalVentAttn
WM,118730,0.7979011118819492,0.5931535822098887,0.000999000999000999,Cont
GAMBLING,118730,0.6685406783792399,0.4994414340089625,0.011988011988011988,Cont
RELATIONAL,118730,0.7762211013818837,0.5351547822173888,0.000999000999000999,Vis
SOCIAL,118730,0.7934989593684959,0.5496019350120938,0.000999000999000999,Default
EMOTION,118730,0.7144512778204863,0.46727204545028406,0.000999000999000999,Default
LANGUAGE,118730,0.8359156619728872,0.6862595391221196,0.000999000999000999,Default
MOTOR,118831,0.7374477340483377,0.5657268482928017,0.000999000999000999,SalVentAttn
WM,118831,0.7895672472952956,0.6915688223051393,0.000999000999000999,DorsAttn
GAMBLING,118831,0.7583079894249338,0.6267594172463578,0.000999000999000999,Default
RELATIONAL,118831,0.7707215045094032,0.5371587947424671,0.000999000999000999,SalVentAttn
SOCIAL,118831,0.7776691729323306,0.5706888793054956,0.000999000999000999,Cont
EMOTION,118831,0.7363193519959499,0.5757626610166313,0.000999000999000999,Default
LANGUAGE,118831,0.838280614253839,0.7186001162507265,0.000999000999000999,Default
MOTOR,118932,0.8280051750323438,0.7204306901918137,0.000999000999000999,SalVentAttn
WM,118932,0.8052730954568464,0.6493011831323945,0.000999000999000999,DorsAttn
GAMBLING,118932,0.7671979824873906,0.6593881836761478,0.000999000999000999,SalVentAttn
RELATIONAL,118932,0.7847882174263588,0.6819635122719515,0.000999000999000999,Cont
SOCIAL,118932,0.775090844317777,0.5657069731685822,0.000999000999000999,Cont
EMOTION,118932,0.8162250389064931,0.6032625203907525,0.000999000999000999,Vis
LANGUAGE,118932,0.8335289595559972,0.7643299645622784,0.000999000999000999,Default
MOTOR,119126,0.7358594116213226,0.5583876774229838,0.000999000999000999,SomMot
WM,119126,0.8222397014981342,0.6168136050850318,0.000999000999000999,DorsAttn
GAMBLING,119126,0.8048274051712823,0.6353104081900512,0.000999000999000999,Default
RELATIONAL,119126,0.7323653272832954,0.540285001781261,0.000999000999000999,DorsAttn
SOCIAL,119126,0.7916207601297507,0.5569174807342545,0.000999000999000999,Default
EMOTION,119126,0.8558839742748391,0.7316689479309245,0.000999000999000999,DorsAttn
LANGUAGE,119126,0.8649024056400352,0.7691929949562185,0.000999000999000999,Default
MOTOR,119732,0.8071466071662947,0.6141795886224289,0.000999000999000999,Default
WM,119732,0.7927088294301838,0.6232199576247351,0.000999000999000999,Cont
GAMBLING,119732,0.7495228095175595,0.4544816530103313,0.000999000999000999,Cont
RELATIONAL,119732,0.798600866255414,0.6410678191738698,0.000999000999000999,Cont
SOCIAL,119732,0.7808908180676128,0.5799084994281215,0.000999000999000999,Cont
EMOTION,119732,0.7880299251870323,0.5887908049425308,0.000999000999000999,SalVentAttn
LANGUAGE,119732,0.8568293551834698,0.8048326552040949,0.000999000999000999,Default
MOTOR,119833,0.7737781486134288,0.6102859392871205,0.000999000999000999,SalVentAttn
WM,119833,0.7829075806723792,0.5256773479834248,0.000999000999000999,Cont
GAMBLING,119833,0.6483646147788424,0.4343472146700917,0.001998001998001998,Default
RELATIONAL,119833,0.701182007387546,0.5867747923424521,0.000999000999000999,Vis
SOCIAL,119833,0.835220032625204,0.7401057506609416,0.000999000999000999,SalVentAttn
EMOTION,119833,0.8108023175144843,0.6401798136238351,0.000999000999000999,Vis
LANGUAGE,119833,0.8198608741304632,0.7477567359795998,0.000999000999000999,Default
MOTOR,120111,0.7850653441584009,0.6190467440421502,0.000999000999000999,SalVentAttn
WM,120111,0.7933470834192714,0.6326867042919018,0.000999000999000999,DorsAttn
GAMBLING,120111,0.7069684810530066,0.4153479084244276,0.000999000999000999,Default
RELATIONAL,120111,0.7720898880618003,0.6842549640935255,0.000999000999000999,Default
SOCIAL,120111,0.7518607616297602,0.5228033300208126,0.000999000999000999,SalVentAttn
EMOTION,120111,0.7995496221851386,0.6447516546978418,0.000999000999000999,Cont
LANGUAGE,120111,0.8493812461327883,0.7437592109950687,0.000999000999000999,Default
MOTOR,120212,0.7710895693098082,0.6001518759492247,0.000999000999000999,Default
WM,120212,0.792426452665329,0.6714377589859937,0.000999000999000999,Cont
GAMBLING,120212,0.6975240470252938,0.4647400296251851,0.000999000999000999,Default
RELATIONAL,120212,0.819094744342152,0.7224373277332983,0.000999000999000999,Cont
SOCIAL,120212,0.7953075956724729,0.5765096656854105,0.000999000999000999,Default
EMOTION,120212,0.7657999737498358,0.6189783061144132,0.000999000999000999,Cont
LANGUAGE,120212,0.8140558378489864,0.7313539459621622,0.000999000999000999,Default
MOTOR,120414,0.7746230288939305,0.5502685016781355,0.000999000999000999,DorsAttn
WM,120414,0.8344951530947068,0.6340775879849249,0.000999000999000999,Cont
GAMBLING,120414,0.6236723979524871,0.39944537153357207,0.15184815184815184,DorsAttn
RELATIONAL,120414,0.7620733879586747,0.6942487765548534,0.000999000999000999,Default
SOCIAL,120414,0.7106594416215101,0.5264224776404852,0.000999000999000999,Default
EMOTION,120414,0.6910831942699642,0.541942137138357,0.000999000999000999,Cont
LANGUAGE,120414,0.7874295464346652,0.6697134982093638,0.000999000999000999,Default
MOTOR,120515,0.7558243489021806,0.5526300789379933,0.000999000999000999,SomMot
WM,120515,0.7425848911555697,0.5241044006525041,0.000999000999000999,Vis
GAMBLING,120515,0.6858564116025725,0.46017868861680383,0.001998001998001998,SalVentAttn
RELATIONAL,120515,0.7518727617047606,0.5820062625391408,0.000999000999000999,Vis
SOCIAL,120515,0.795227720173251,0.6121470759192245,0.000999000999000999,Default
EMOTION,120515,0.7861942887143044,0.6529737685860536,0.000999000999000999,Limbic
LANGUAGE,120515,0.7978388614928842,0.7041734010837567,0.000999000999000999,Default
MOTOR,120717,0.7328794554965967,0.5942915268220426,0.000999000999000999,Default
WM,120717,0.8064727279545496,0.5976442352764705,0.000999000999000999,Cont
GAMBLING,120717,0.7040404627528921,0.43821123882024254,0.000999000999000999,Cont
RELATIONAL,120717,0.7926282039262745,0.6297493109331933,0.000999000999000999,Vis
SOCIAL,120717,0.7762192263701647,0.5153623460146625,0.000999000999000999,Default
EMOTION,120717,0.8052950330939569,0.6647269045431533,0.000999000999000999,Cont
LANGUAGE,120717,0.8285406783792397,0.7433116456977855,0.000999000999000999,Default
MOTOR,121416,0.7635190219938873,0.6541756510978193,0.015984015984015984,SalVentAttn
WM,121416,0.7615862599141244,0.6134207713798211,0.000999000999000999,Cont
GAMBLING,121416,0.7146423415146345,0.5177666735417096,0.000999000999000999,Default
RELATIONAL,121416,0.7746220913880711,0.6390452440327752,0.000999000999000999,Cont
SOCIAL,121416,0.825985974912343,0.7255616597603733,0.000999000999000999,Vis
EMOTION,121416,0.7576963606022538,0.5734387714923217,0.000999000999000999,Cont
LANGUAGE,121416,0.8265122907018168,0.7681068006675041,0.000999000999000999,Default
MOTOR,121618,0.7339392121200756,0.586368664804155,0.012987012987012988,SalVentAttn
WM,121618,0.7469439183994899,0.5561532259576621,0.000999000999000999,DorsAttn
GAMBLING,121618,0.6778876117975737,0.4469172932330826,0.11288711288711288,DorsAttn
RELATIONAL,121618,0.663220145125907,0.40750510940693374,0.3086913086913087,Default
SOCIAL,121618,0.7521101381883636,0.5702760017250107,0.000999000999000999,Default
EMOTION,121618,0.7414137588359927,0.5832456452852829,0.000999000999000999,Default
LANGUAGE,121618,0.8194140588378676,0.7498104363152268,0.000999000999000999,Default
MOTOR,121921,0.7810059437871486,0.6629666435415221,0.000999000999000999,Default
WM,121921,0.8026853917836985,0.6428890180563629,0.000999000999000999,Default
GAMBLING,121921,0.7242322764517277,0.5995477471734199,0.000999000999000999,Limbic
RELATIONAL,121921,0.8179174244839029,0.5949052181576134,0.000999000999000999,Cont
SOCIAL,121921,0.7613608835055219,0.5044480903005644,0.000999000999000999,DorsAttn
EMOTION,121921,0.7958654116588229,0.6860397877486734,0.000999000999000999,SomMot
LANGUAGE,121921,0.7766564791029944,0.6923713273207956,0.000999000999000999,Default
MOTOR,122620,0.7396293101831887,0.4994414340089625,0.000999000999000999,SalVentAttn
WM,122620,0.7815320720754505,0.6446410290064312,0.000999000999000999,DorsAttn
GAMBLING,122620,0.7057992237451484,0.5227887049294058,0.000999000999000999,SalVentAttn
RELATIONAL,122620,0.822050512815705,0.6901316258226613,0.000999000999000999,Default
SOCIAL,122620,0.7986550540940881,0.5622548890930568,0.000999000999000999,Default
EMOTION,122620,0.7721281383008644,0.5573138582116137,0.000999000999000999,Default
LANGUAGE,122620,0.8277226107663173,0.708059175369846,0.000999000999000999,Default
MOTOR,122822,0.782445577784861,0.5926223913899462,0.000999000999000999,SomMot
WM,122822,0.7118343239645248,0.4598946243414021,0.000999000999000999,DorsAttn
GAMBLING,122822,0.7029282058012861,0.45873642960268496,0.000999000999000999,DorsAttn
RELATIONAL,122822,0.7385509909436933,0.4904629403933774,0.000999000999000999,Vis
SOCIAL,122822,0.8224587028668928,0.6325031406446289,0.000999000999000999,DorsAttn
EMOTION,122822,0.7713003206270038,0.5998271239195244,0.000999000999000999,Cont
LANGUAGE,122822,0.852719704498153,0.8025344533403332,0.000999000999000999,Default
MOTOR,123117,0.6754815967599797,0.4620233251457821,0.005994005994005994,Default
WM,123117,0.7468092925580785,0.5612028200176251,0.000999000999000999,Cont
GAMBLING,123117,0.7251000318751992,0.5743907149419684,0.000999000999000999,SomMot
RELATIONAL,123117,0.7657253482834268,0.6031460821630135,0.000999000999000999,Vis
SOCIAL,123117,0.7911836948980931,0.6610331314570715,0.000999000999000999,SalVentAttn
EMOTION,123117,0.8247599047494046,0.6533763336020849,0.000999000999000999,Default
LANGUAGE,123117,0.8190317439483995,0.6968589803686273,0.000999000999000999,Default
MOTOR,123420,0.7651302195638723,0.5876667354170962,0.000999000999000999,SomMot
WM,123420,0.7884026775167343,0.6946687791798698,0.000999000999000999,Cont
GAMBLING,123420,0.7504344402152513,0.5612684454277839,0.000999000999000999,Cont
RELATIONAL,123420,0.6671835448971556,0.4336275851724073,0.006993006993006993,SomMot
